2018,Sat.,,9/16/2017,6:00 CT,S. Korea Natl Team,,,S. Korea Natl Team,0,@,(2) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(2) Wisconsin,8,,,EX,Box,,
2018,Wed.,,9/20/2017,7:07 CT,S. Korea Natl Team,,,S. Korea Natl Team,0,@,Bemidji State,bemidji-state,/team/bemidji-state/womens-hockey/,Bemidji State,5,,,EX,Box,,
2018,Fri.,,9/22/2017,7:00 CT,Lindenwood,lindenwood,/team/lindenwood/womens-hockey/,Lindenwood,1,@,(2) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(2) Wisconsin,3,,,NC,Box,,
2018,Fri.,,9/22/2017,1:00 ET,Laurentian,,,Laurentian,0,@,(4) Boston College,boston-college,/team/boston-college/womens-hockey/,(4) Boston College,6,,,EX,Box,,
2018,Fri.,,9/22/2017,7:00 ET,Concordia (PQ),,,Concordia (PQ),2,@,Boston University,boston-university,/team/boston-university/womens-hockey/,Boston University,2,OT,,EX,Box,,
2018,Fri.,,9/22/2017,7:00 ET,Whitby,,,Whitby,0,@,Merrimack,merrimack,/team/merrimack/womens-hockey/,Merrimack,3,,,EX,Box,,
2018,Fri.,,9/22/2017,7:00 ET,HTI Stars,,,HTI Stars,0,@,Maine,maine,/team/maine/womens-hockey/,Maine,9,,,EX,Box,,
2018,Fri.,,9/22/2017,6:07 CT,S. Korea Natl Team,,,S. Korea Natl Team,3,@,St. Cloud State,st-cloud-state,/team/st-cloud-state/womens-hockey/,St. Cloud State,4,,,EX,Box,,
2018,Sat.,,9/23/2017,3:00 ET,Merrimack,merrimack,/team/merrimack/womens-hockey/,Merrimack,2,@,Boston University,boston-university,/team/boston-university/womens-hockey/,Boston University,1,,,HE,Box,,
2018,Sat.,,9/23/2017,3:00 CT,Lindenwood,lindenwood,/team/lindenwood/womens-hockey/,Lindenwood,0,@,(2) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(2) Wisconsin,4,,,NC,Box,,
2018,Sat.,,9/23/2017,3:00 ET,Guelph,,,Guelph,3,@,(1) Clarkson,clarkson,/team/clarkson/womens-hockey/,(1) Clarkson,5,,,EX,Box,,
2018,Sat.,,9/23/2017,3:00 ET,Concordia (PQ),,,Concordia (PQ),2,@,(8) Northeastern,northeastern,/team/northeastern/womens-hockey/,(8) Northeastern,3,,,EX,Box,,
2018,Sat.,,9/23/2017,2:00 ET,Laurentian,,,Laurentian,2,@,Providence,providence,/team/providence/womens-hockey/,Providence,3,,,EX,Box,,
2018,Sat.,,9/23/2017,7:05 ET,Ryerson,,,Ryerson,1,@,(10) Robert Morris,robert-morris,/team/robert-morris/womens-hockey/,(10) Robert Morris,4,,,EX,Box,,
2018,Sat.,,9/23/2017,5:00 ET,Universit̩Montr̩al,,,Universit̩Montr̩al,2,@,Rensselaer,rensselaer,/team/rensselaer/womens-hockey/,Rensselaer,2,OT,,EX,Box,,
2018,Sat.,,9/23/2017,3:00 ET,Barrie,,,Barrie,2,@,Union,union,/team/union/womens-hockey/,Union,3,,,EX,,,
2018,Sat.,,9/23/2017,3:00 ET,Whitby,,,Whitby,0,@,Connecticut,connecticut,/team/connecticut/womens-hockey/,Connecticut,6,,,EX,Box,,
2018,Sat.,,9/23/2017,4:07 CT,Minn Whitecaps,,,Minn Whitecaps,1,@,(5) Minnesota Duluth,minnesota-duluth,/team/minnesota-duluth/womens-hockey/,(5) Minnesota Duluth,4,,,EX,Box,,
2018,Sun.,,9/24/2017,1:05 ET,Laurentian,,,Laurentian,0,@,Holy Cross,holy-cross,/team/holy-cross/womens-hockey/,Holy Cross,7,,,EX,Box,,
2018,Sun.,,9/24/2017,3:00 ET,Concordia (PQ),,,Concordia (PQ),3,@,(9) Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,(9) Quinnipiac,3,OT,,EX,Box,,
2018,Sun.,,9/24/2017,1:05 ET,Ryerson,,,Ryerson,5,@,RIT,rit,/team/rit/womens-hockey/,RIT,6,,,EX,Box,,
2018,Sun.,,9/24/2017,2:07 CT,S. Korea Natl Team,,,S. Korea Natl Team,0,@,(3) Minnesota,minnesota,/team/minnesota/womens-hockey/,(3) Minnesota,4,,,EX,Box,,
2018,Sun.,,9/24/2017,2:00 ET,Universit̩Montr̩al,,,Universit̩Montr̩al,2,@,Vermont,vermont,/team/vermont/womens-hockey/,Vermont,2,OT,,EX,Box,,
2018,Tue.,,9/26/2017,7:07 ET,S. Korea Natl Team,,,S. Korea Natl Team,0,@,Ohio State,ohio-state,/team/ohio-state/womens-hockey/,Ohio State,8,,,EX,Box,,
2018,Thu.,,9/28/2017,7:00 CT,Mercyhurst,mercyhurst,/team/mercyhurst/womens-hockey/,Mercyhurst,0,@,(2) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(2) Wisconsin,4,,,NC,Box,,
2018,Fri.,,9/29/2017,7:07 CT,Syracuse,syracuse,/team/syracuse/womens-hockey/,Syracuse,0,@,Bemidji State,bemidji-state,/team/bemidji-state/womens-hockey/,Bemidji State,0,OT,,NC,Box,,
2018,Fri.,,9/29/2017,6:00 CT,Minnesota State,minnesota-state,/team/minnesota-state/womens-hockey/,Minnesota State,4,@,Lindenwood,lindenwood,/team/lindenwood/womens-hockey/,Lindenwood,1,,,NC,Box,,
2018,Fri.,,9/29/2017,7:00 ET,(9) Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,(9) Quinnipiac,2,@,Maine,maine,/team/maine/womens-hockey/,Maine,1,,,NC,Box,,
2018,Fri.,,9/29/2017,7:00 ET,(1) Clarkson,clarkson,/team/clarkson/womens-hockey/,(1) Clarkson,1,@,(8) Northeastern,northeastern,/team/northeastern/womens-hockey/,(8) Northeastern,1,OT,,NC,Box,,
2018,Fri.,,9/29/2017,6:07 ET,Rensselaer,rensselaer,/team/rensselaer/womens-hockey/,Rensselaer,1,@,Ohio State,ohio-state,/team/ohio-state/womens-hockey/,Ohio State,4,,,NC,Box,,
2018,Fri.,,9/29/2017,6:07 CT,Connecticut,connecticut,/team/connecticut/womens-hockey/,Connecticut,1,@,St. Cloud State,st-cloud-state,/team/st-cloud-state/womens-hockey/,St. Cloud State,0,OT,,NC,Box,,
2018,Fri.,,9/29/2017,6:00 ET,Providence,providence,/team/providence/womens-hockey/,Providence,7,@,Union,union,/team/union/womens-hockey/,Union,3,,,NC,Box,,
2018,Fri.,,9/29/2017,7:07 CT,Penn State,penn-state,/team/penn-state/womens-hockey/,Penn State,0,@,(5) Minnesota Duluth,minnesota-duluth,/team/minnesota-duluth/womens-hockey/,(5) Minnesota Duluth,1,,,NC,Box,,
2018,Fri.,,9/29/2017,7:07 CT,Merrimack,merrimack,/team/merrimack/womens-hockey/,Merrimack,4,@,(3) Minnesota,minnesota,/team/minnesota/womens-hockey/,(3) Minnesota,3,,,NC,Box,Recap,
2018,Fri.,,9/29/2017,7:00 CT,Mercyhurst,mercyhurst,/team/mercyhurst/womens-hockey/,Mercyhurst,1,@,(2) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(2) Wisconsin,5,,,NC,Box,,
2018,Fri.,,9/29/2017,7:30 ET,Nepean,,,Nepean,1,@,New Hampshire,new-hampshire,/team/new-hampshire/womens-hockey/,New Hampshire,2,,,EX,Box,,
2018,Fri.,,9/29/2017,6:00 ET,McGill,,,McGill,2,@,Vermont,vermont,/team/vermont/womens-hockey/,Vermont,3,,,EX,Box,,
2018,Sat.,,9/30/2017,3:07 CT,Syracuse,syracuse,/team/syracuse/womens-hockey/,Syracuse,0,@,Bemidji State,bemidji-state,/team/bemidji-state/womens-hockey/,Bemidji State,5,,,NC,Box,,
2018,Sat.,,9/30/2017,6:30 CT,Minnesota State,minnesota-state,/team/minnesota-state/womens-hockey/,Minnesota State,2,@,Lindenwood,lindenwood,/team/lindenwood/womens-hockey/,Lindenwood,2,OT,,NC,Box,,
2018,Sat.,,9/30/2017,3:00 ET,(9) Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,(9) Quinnipiac,2,@,Maine,maine,/team/maine/womens-hockey/,Maine,4,,,NC,Box,,
2018,Sat.,,9/30/2017,3:00 ET,(1) Clarkson,clarkson,/team/clarkson/womens-hockey/,(1) Clarkson,5,@,(8) Northeastern,northeastern,/team/northeastern/womens-hockey/,(8) Northeastern,1,,,NC,Box,,
2018,Sat.,,9/30/2017,3:07 ET,Rensselaer,rensselaer,/team/rensselaer/womens-hockey/,Rensselaer,0,@,Ohio State,ohio-state,/team/ohio-state/womens-hockey/,Ohio State,4,,,NC,Box,,
2018,Sat.,,9/30/2017,3:07 CT,Connecticut,connecticut,/team/connecticut/womens-hockey/,Connecticut,2,@,St. Cloud State,st-cloud-state,/team/st-cloud-state/womens-hockey/,St. Cloud State,3,,,NC,Box,,
2018,Sat.,,9/30/2017,3:07 CT,Penn State,penn-state,/team/penn-state/womens-hockey/,Penn State,0,@,(5) Minnesota Duluth,minnesota-duluth,/team/minnesota-duluth/womens-hockey/,(5) Minnesota Duluth,3,,,NC,Box,,
2018,Sat.,,9/30/2017,2:05 ET,Nepean,,,Nepean,2,@,Holy Cross,holy-cross,/team/holy-cross/womens-hockey/,Holy Cross,5,,,EX,,,
2018,Sat.,,9/30/2017,3:00 ET,McGill,,,McGill,1,@,(6) St. Lawrence,st-lawrence,/team/st-lawrence/womens-hockey/,(6) St. Lawrence,3,,,EX,Box,,
2018,Sun.,,10/1/2017,2:00 ET,Vermont,vermont,/team/vermont/womens-hockey/,Vermont,2,@,Providence,providence,/team/providence/womens-hockey/,Providence,6,,,HE,Box,,
2018,Sun.,,10/1/2017,2:07 CT,Merrimack,merrimack,/team/merrimack/womens-hockey/,Merrimack,1,@,(3) Minnesota,minnesota,/team/minnesota/womens-hockey/,(3) Minnesota,4,,,NC,Box,Recap,
2018,Sun.,,10/1/2017,2:00 ET,Queen's,,,Queen's,1,@,Colgate,colgate,/team/colgate/womens-hockey/,Colgate,2,OT,,EX,Box,,
2018,Thu.,,10/5/2017,6:00 ET,(4) Minnesota Duluth,minnesota-duluth,/team/minnesota-duluth/womens-hockey/,(4) Minnesota Duluth,3,@,(3) Boston College,boston-college,/team/boston-college/womens-hockey/,(3) Boston College,4,,,NC,Box,,
2018,Fri.,,10/6/2017,7:00 ET,(8) Northeastern,northeastern,/team/northeastern/womens-hockey/,(8) Northeastern,3,@,Boston University,boston-university,/team/boston-university/womens-hockey/,Boston University,2,OT,,HE,Box,,
2018,Fri.,,10/6/2017,7:00 ET,Merrimack,merrimack,/team/merrimack/womens-hockey/,Merrimack,1,@,New Hampshire,new-hampshire,/team/new-hampshire/womens-hockey/,New Hampshire,1,OT,,HE,Box,,
2018,Fri.,,10/6/2017,7:07 CT,Ohio State,ohio-state,/team/ohio-state/womens-hockey/,Ohio State,3,@,(4) Minnesota,minnesota,/team/minnesota/womens-hockey/,(4) Minnesota,2,,,WC,Box,Recap,
2018,Fri.,,10/6/2017,2:00 ET,(4) Minnesota Duluth,minnesota-duluth,/team/minnesota-duluth/womens-hockey/,(4) Minnesota Duluth,1,@,(3) Boston College,boston-college,/team/boston-college/womens-hockey/,(3) Boston College,4,,,NC,Box,,
2018,Fri.,,10/6/2017,3:00 ET,Bemidji State,bemidji-state,/team/bemidji-state/womens-hockey/,Bemidji State,0,@,(2) Clarkson,clarkson,/team/clarkson/womens-hockey/,(2) Clarkson,2,,,NC,Box,,
2018,Fri.,,10/6/2017,2:00 ET,St. Cloud State,st-cloud-state,/team/st-cloud-state/womens-hockey/,St. Cloud State,0,@,(10) Colgate,colgate,/team/colgate/womens-hockey/,(10) Colgate,3,,,NC,Box,,
2018,Fri.,,10/6/2017,7:05 ET,RIT,rit,/team/rit/womens-hockey/,RIT,2,@,Holy Cross,holy-cross,/team/holy-cross/womens-hockey/,Holy Cross,2,OT,,NC,Box,,
2018,Fri.,,10/6/2017,7:00 ET,(6) St. Lawrence,st-lawrence,/team/st-lawrence/womens-hockey/,(6) St. Lawrence,4,@,Mercyhurst,mercyhurst,/team/mercyhurst/womens-hockey/,Mercyhurst,1,,,NC,Box,,
2018,Fri.,,10/6/2017,7:00 ET,Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,Quinnipiac,1,@,Providence,providence,/team/providence/womens-hockey/,Providence,3,,,NC,Box,,
2018,Fri.,,10/6/2017,6:00 ET,Union,union,/team/union/womens-hockey/,Union,1,@,Penn State,penn-state,/team/penn-state/womens-hockey/,Penn State,3,,,NC,Box,,
2018,Fri.,,10/6/2017,6:00 ET,Maine,maine,/team/maine/womens-hockey/,Maine,2,@,Rensselaer,rensselaer,/team/rensselaer/womens-hockey/,Rensselaer,1,,,NC,Box,,
2018,Fri.,,10/6/2017,4:00 ET,(1) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(1) Wisconsin,1,@,Syracuse,syracuse,/team/syracuse/womens-hockey/,Syracuse,0,,,NC,Box,,
2018,Sat.,,10/7/2017,4:00 ET,New Hampshire,new-hampshire,/team/new-hampshire/womens-hockey/,New Hampshire,3,@,Merrimack,merrimack,/team/merrimack/womens-hockey/,Merrimack,1,,,HE,Box,,
2018,Sat.,,10/7/2017,2:00 ET,Boston University,boston-university,/team/boston-university/womens-hockey/,Boston University,3,@,(8) Northeastern,northeastern,/team/northeastern/womens-hockey/,(8) Northeastern,6,,,HE,Box,,
2018,Sat.,,10/7/2017,2:00 ET,Vermont,vermont,/team/vermont/womens-hockey/,Vermont,2,@,Connecticut,connecticut,/team/connecticut/womens-hockey/,Connecticut,1,,,HE,Box,,
2018,Sat.,,10/7/2017,3:07 CT,Ohio State,ohio-state,/team/ohio-state/womens-hockey/,Ohio State,5,@,(4) Minnesota,minnesota,/team/minnesota/womens-hockey/,(4) Minnesota,5,OT,"Ohio State wins shootout, 2-0",WC,Box,Recap,
2018,Sat.,,10/7/2017,3:00 ET,Bemidji State,bemidji-state,/team/bemidji-state/womens-hockey/,Bemidji State,4,@,(2) Clarkson,clarkson,/team/clarkson/womens-hockey/,(2) Clarkson,5,,,NC,Box,,
2018,Sat.,,10/7/2017,2:00 ET,St. Cloud State,st-cloud-state,/team/st-cloud-state/womens-hockey/,St. Cloud State,0,@,(10) Colgate,colgate,/team/colgate/womens-hockey/,(10) Colgate,5,,,NC,Box,,
2018,Sat.,,10/7/2017,6:05 ET,RIT,rit,/team/rit/womens-hockey/,RIT,3,@,Holy Cross,holy-cross,/team/holy-cross/womens-hockey/,Holy Cross,2,,,NC,Box,,
2018,Sat.,,10/7/2017,2:00 ET,(6) St. Lawrence,st-lawrence,/team/st-lawrence/womens-hockey/,(6) St. Lawrence,1,@,Mercyhurst,mercyhurst,/team/mercyhurst/womens-hockey/,Mercyhurst,1,OT,,NC,Box,,
2018,Sat.,,10/7/2017,2:07 CT,(9) Robert Morris,robert-morris,/team/robert-morris/womens-hockey/,(9) Robert Morris,2,@,Minnesota State,minnesota-state,/team/minnesota-state/womens-hockey/,Minnesota State,1,OT,,NC,Box,,
2018,Sat.,,10/7/2017,3:00 ET,Union,union,/team/union/womens-hockey/,Union,1,@,Penn State,penn-state,/team/penn-state/womens-hockey/,Penn State,1,OT,,NC,Box,,
2018,Sat.,,10/7/2017,4:00 ET,Providence,providence,/team/providence/womens-hockey/,Providence,0,@,Quinnipiac,quinnipiac,/team/quinnipiac/womens-hockey/,Quinnipiac,1,,,NC,Box,,
2018,Sat.,,10/7/2017,2:30 ET,Maine,maine,/team/maine/womens-hockey/,Maine,3,@,Rensselaer,rensselaer,/team/rensselaer/womens-hockey/,Rensselaer,2,,,NC,Box,,
2018,Sat.,,10/7/2017,3:00 ET,(1) Wisconsin,wisconsin,/team/wisconsin/womens-hockey/,(1) Wisconsin,5,@,Syracuse,syracuse,/team/syracuse/womens-hockey/,Syracuse,2,,,NC,Box,,
2018,Sun.,,10/8/2017,12:07 CT,(9) Robert Morris,robert-morris,/team/robert-morris/womens-hockey/,(9) Robert Morris,6,@,Minnesota State,minnesota-state,/team/minnesota-state/womens-hockey/,Minnesota State,2,,,NC,Box,,
